Name,Source Title,DOI,Authors,Year,URL,Type,Source,Note
Information Dashboards and Tailoring Capabilities - A Systematic Literature Review,IEEE Access,10.1109/ACCESS.2019.2933472,A. Vázquez-Ingelmo; F. J. Garcia-Peñalvo; R. Therón,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8789402,Journal Article,IEEE Xplore,EC3
Declarative Dashboard Generation,2020 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),10.1109/ISSREW51248.2020.00075,A. Tundo; C. Castelnovo; M. Mobilio; O. Riganelli; L. Mariani,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9307719,Conference Paper,IEEE Xplore,OK
Data visualization techniques for real-time information — A custom and dynamic dashboard for analyzing surveys' results,2018 13th Iberian Conference on Information Systems and Technologies (CISTI),10.23919/CISTI.2018.8398641,R. Toasa; M. Maximiano; C. Reis; D. Guevara,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8398641,Conference Paper,IEEE Xplore,EC3
University dashboard: An implementation of executive dashboard to university,2014 2nd International Conference on Information and Communication Technology (ICoICT),10.1109/ICoICT.2014.6914080,Meyliana; H. A. E. Widjaja; S. W. Santoso,2014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6914080,Conference Paper,IEEE Xplore,EC3
Dashboard to monitor outages in a smart grid,2020 15th Iberian Conference on Information Systems and Technologies (CISTI),10.23919/CISTI49556.2020.9140869,R. M. S. Laureano; L. M. S. Laureano; A. C. P. Sanz,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9140869,Conference Paper,IEEE Xplore,EC3
Re-Examining HPC Energy Efficiency Dashboard Elements,2016 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),10.1109/IPDPSW.2016.184,N. Bates; C. Hsu; N. Imam; T. Wilde; D. Sartor,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7529991,Conference Paper,IEEE Xplore,EC3
Enhancing performance of an ERP systems with a dashboard system,2016 International Conference on Information Management and Technology (ICIMTech),10.1109/ICIMTech.2016.7930358,S. F. Wijaya,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7930358,Conference Paper,IEEE Xplore,EC5
Executive Dashboard as a Tool for Knowledge Discovery,"2017 International Conference on Soft Computing, Intelligent System and Information Technology (ICSIIT)",10.1109/ICSIIT.2017.10,N. Karna,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8262591,Conference Paper,IEEE Xplore,EC5
Automated dashboard generation for machine tools with OPC UA compatible sensors,2020 25th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),10.1109/ETFA46521.2020.9212136,G. A. Topalian-Rivas; J. Wassermann; M. Severengiz; J. Krüger,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9212136,Conference Paper,IEEE Xplore,EC3
Developing Distance Learning Monitoring Dashboard with Google Sheet: An Approach for Flexible and Low-Price Solution in Pandemic Era,2020 International Conference on ICT for Smart Society (ICISS),10.1109/ICISS50791.2020.9307558,A. Rahmah; P. Sukmasetya; M. Syaiful Romadhon; A. Rio Adriansyah,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9307558,Conference Paper,IEEE Xplore,EC5
A practical student model for a location-aware and context-sensitive Personalized Adaptive Learning System,2010 International Conference on Technology for Education,10.1109/T4E.2010.5550048,Guangbing Yang; Kinshuk; S. Graf,2010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5550048,Conference Paper,IEEE Xplore,EC5
Dashboard to Monitor Performance of an Hotel in the Financial Perspective,2019 14th Iberian Conference on Information Systems and Technologies (CISTI),10.23919/CISTI.2019.8760853,A. M. Santos Lavrador; R. M. S. Laureano,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760853,Conference Paper,IEEE Xplore,EC3
Web application dashboards as a tool for data visualization and enrichment,"2020 43rd International Convention on Information, Communication and Electronic Technology (MIPRO)",10.23919/MIPRO48935.2020.9245289,M. Holjevac; T. Jakopec,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9245289,Conference Paper,IEEE Xplore,EC5
Learner and course dashboards for intelligent learning management systems,"2017 25th International Conference on Software, Telecommunications and Computer Networks (SoftCOM)",10.23919/SOFTCOM.2017.8115555,T. Volarić; H. Ljubić,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8115555,Conference Paper,IEEE Xplore,EC3
An IEEE 1588 Performance Testing Dashboard for Power Industry requirements,"2011 IEEE International Symposium on Precision Clock Synchronization for Measurement, Control and Communication",10.1109/ISPCS.2011.6070157,J. Amelot; Y. Li-Baboud; C. Vasseur; J. Fletcher; D. Anand; J. Moyne,2011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6070157,Conference Paper,IEEE Xplore,EC3
Performance dashboard: Cutting-edge business intelligence and data visualization,2017 International Conference On Smart Technologies For Smart Nation (SmartTechCon),10.1109/SmartTechCon.2017.8358558,S. M. Kumar; M. Belwal,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8358558,Conference Paper,IEEE Xplore,EC5
Monitoring performance through Dashboards,2018 13th Iberian Conference on Information Systems and Technologies (CISTI),10.23919/CISTI.2018.8399476,M. I. P. Vieira; R. M. S. Laureano; I. M. M. Pedrosa,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399476,Conference Paper,IEEE Xplore,EC1
Enhancing the Professional Vision of Teachers: A Physiological Study of Teaching Analytics Dashboards of Students' Repertory Grid Exercises in Business Education,2016 49th Hawaii International Conference on System Sciences (HICSS),10.1109/HICSS.2016.14,K. Pantazos; R. Vatrapu,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7427189,Conference Paper,IEEE Xplore,EC5
A real time mission-critical business intelligence for development of mixture composition on aromatherapy product based on customer personality type,2014 6th International Conference on Information Technology and Electrical Engineering (ICITEE),10.1109/ICITEED.2014.7006990,T. Djatna; I. B. Dharma Yoga Santosa,2014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7006990,Conference Paper,IEEE Xplore,EC3
A flexible architecture for selection and visualization of information in emergency situations,"2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/SMC.2016.7844746,B. S. Nascimento; A. S. Vivacqua; M. R. S. Borges,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844746,Conference Paper,IEEE Xplore,EC3
User Satisfaction Survey of Performance Management Dashboard Using Delone & McLean Method: A Case Study,2019 International Conference on Information Management and Technology (ICIMTech),10.1109/ICIMTech.2019.8843761,Veronica; A. D. Suryawan,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843761,Conference Paper,IEEE Xplore,EC5
Data analytics and production efficiency evaluation on a flexible manufacturing cell,2018 IEEE International Instrumentation and Measurement Technology Conference (I2MTC),10.1109/I2MTC.2018.8409677,F. Giusti; M. Bevilacqua; S. Tedeschi; C. Emmanouilidis,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8409677,Conference Paper,IEEE Xplore,EC2
Designing Supply Chain KPIs for Upper-Level Management,"2009 IITA International Conference on Services Science, Management and Engineering",10.1109/SSME.2009.139,L. Ying; X. Lijun; S. Wei,2009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5233357,Conference Paper,IEEE Xplore,EC3
Performance scorecards for electric power distribution,2009 7th International Symposium on Intelligent Systems and Informatics,10.1109/SISY.2009.5291143,I. Petkovic; D. Petkovic; A. Petkovics,2009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5291143,Conference Paper,IEEE Xplore,EC5
Trouble Dashboard: A Distributed Failure Monitoring System for High-End Computing,2009 IEEE-RIVF International Conference on Computing and Communication Technologies,10.1109/RIVF.2009.5174661,T. Do; T. Nguyen; D. T. Nguyen; H. C. Nguyen; W. Shi,2009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5174661,Conference Paper,IEEE Xplore,EC3
"Transportation Performances Measures and Metrics: Overall Transportation Effectiveness (OTE): A Framework, Prototype and Case Study",2013 46th Hawaii International Conference on System Sciences,10.1109/HICSS.2013.575,S. Dalmolen; H. Moonen; I. Iankoulova; J. van Hillegersberg,2013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6480350,Conference Paper,IEEE Xplore,EC2
Performance dashboard for productive families,2019 2nd International Conference on Computer Applications & Information Security (ICCAIS),10.1109/CAIS.2019.8769481,S. Tanko; H. Al-Saeed; R. Alali; S. Alawami; S. Brahimi; G. Kirishina,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8769481,Conference Paper,IEEE Xplore,EC3
Deep Multisensor Dashboard for Composition Layer of Web of Things in the Smart City,2018 9th International Symposium on Telecommunications (IST),10.1109/ISTEL.2018.8661092,S. Sanaei; B. Majidi; E. Akhtarkavan,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8661092,Conference Paper,IEEE Xplore,EC5
Paradise by the Dashboard Light: Designing Governance Metrics in Turbulent Environments,2012 45th Hawaii International Conference on System Sciences,10.1109/HICSS.2012.465,H. P. Borgman; H. Heier; B. Bahli,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6149404,Conference Paper,IEEE Xplore,EC3
A clustering-based algorithm for automatic detection of automobile dashboard,IECON 2017 - 43rd Annual Conference of the IEEE Industrial Electronics Society,10.1109/IECON.2017.8216551,M. Yi; Z. Yang; F. Guo; J. Liu,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8216551,Conference Paper,IEEE Xplore,EC3
A Mobile Personal Residential Electricity Dashboard,2015 19th International Conference on Information Visualisation,10.1109/iV.2015.43,M. Apperley; J. Kalyan,2015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7272601,Conference Paper,IEEE Xplore,EC3
Flame retardant synthetic fiber paper in molded circuitry,1963 EI Electrical Insulation Conference Materials and Application,10.1109/EIC.1963.7461738,G. R. Traut; R. C. Berry; P. L. Anderson,1963,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7461738,Conference Paper,IEEE Xplore,EC3
Architecture to Enable Dual Reality for Smart Environments,2012 Eighth International Conference on Intelligent Environments,10.1109/IE.2012.9,G. Kahl; C. Bürckert,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6258501,Conference Paper,IEEE Xplore,EC3
A New Dashboard Tool to Enhance Data Processing and Energy Efficiency Analysis in Modern Buildings,2020 Systems and Information Engineering Design Symposium (SIEDS),10.1109/SIEDS49339.2020.9106664,A. Sharp; D. Ojeda; V. Nilsen,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9106664,Conference Paper,IEEE Xplore,EC3
Real-time Performance Monitoring for an Enterprise Information Management System,2008 IEEE International Conference on e-Business Engineering,10.1109/ICEBE.2008.93,T. C. Chieu; L. Zeng,2008,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4690647,Conference Paper,IEEE Xplore,EC5
Designing architecture of information dashboard system to monitor implementation performance of economic census 2016 in Statistics Indonesia,2016 4th International Conference on Information and Communication Technology (ICoICT),10.1109/ICoICT.2016.7571905,Zulyadi; A. Lubis; B. H. Hayadi,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7571905,Conference Paper,IEEE Xplore,EC2
From 6.2 to 0.15 seconds – an Industrial Case Study on Mobile Web Performance,2020 IEEE International Conference on Software Maintenance and Evolution (ICSME),10.1109/ICSME46990.2020.00084,J. v. Riet; F. Paganelli; I. Malavolta,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240670,Conference Paper,IEEE Xplore,EC3
Power plant efficiency reporting and online auditing system for carbon pollution,2012 IEEE Power and Energy Society General Meeting,10.1109/PESGM.2012.6344776,N. Plant; E. Cabrero; T. K. Saha,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6344776,Conference Paper,IEEE Xplore,EC3
Corporate frameworks and technological products focusing alarmistic and monitoring incidators of control and performance,2016 11th Iberian Conference on Information Systems and Technologies (CISTI),10.1109/CISTI.2016.7521432,R. P. Marcão; G. Pestana; M. J. Sousa,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7521432,Conference Paper,IEEE Xplore,EC3
Enterprise Telesales Opportunity Pipelines Performance Management,2006 IEEE International Conference on e-Business Engineering (ICEBE'06),10.1109/ICEBE.2006.47,T. C. Chieu; P. Chowdhary; S. S. Fu; F. Pinel; J. Yih,2006,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4031684,Conference Paper,IEEE Xplore,EC3
Data centre temperature monitoring with ESP8266 based Wireless Sensor Network and cloud based dashboard with real time alert system,2017 Devices for Integrated Circuit (DevIC),10.1109/DEVIC.2017.8073958,S. Saha; A. Majumdar,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8073958,Conference Paper,IEEE Xplore,EC3
Student-Facing Educational Dashboard Design for Online Learners,"2020 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",10.1109/DASC-PICom-CBDCom-CyberSciTech49142.2020.00067,A. Farahmand; M. A. A. Dewan; F. Lin,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9251219,Conference Paper,IEEE Xplore,EC3
How Teachers Make Dashboard Information Actionable,IEEE Transactions on Learning Technologies,10.1109/TLT.2018.2851585,I. Molenaar; C. A. N. Knoop-van Campen,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8400475,Journal Article,IEEE Xplore,EC3
A Customized Dashboard for VM Provisioning Using OpenStack,"2015 7th International Conference on Computational Intelligence, Communication Systems and Networks",10.1109/CICSyN.2015.40,P. P. Anchalia; P. Gupta; J. Shetty,2015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7311153,Conference Paper,IEEE Xplore,EC3
A Dashboard for Microservice Monitoring and Management,2017 IEEE International Conference on Software Architecture Workshops (ICSAW),10.1109/ICSAW.2017.44,B. Mayer; R. Weinreich,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7958458,Conference Paper,IEEE Xplore,EC3
Developing Sales Management Sustainability Monitoring based on ERP System,2020 6th International Conference on Interactive Digital Media (ICIDM),10.1109/ICIDM51048.2020.9339672,A. K. Adriansyah; A. Y. Ridwan,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9339672,Conference Paper,IEEE Xplore,EC3
Architecture design and implementation of substation dashboard oriented to O&M center,2016 IEEE/PES Transmission and Distribution Conference and Exposition (T&D),10.1109/TDC.2016.7519903,Li Peng; Xu Aidong; Guo Xiaobin; Chen Bo; Chen Haomin; Xi Wei; Yao Hao; Peng Xiangang; Liu Yi,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7519903,Conference Paper,IEEE Xplore,EC3
Design of Dashboard for University Examination Result Analysis System,2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions (CSITSS),10.1109/CSITSS.2018.8768498,S. B. Akki; M. N. Vijayalakshmi,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8768498,Conference Paper,IEEE Xplore,EC3
Review on dashboard application from managerial perspective,2017 International Conference on Research and Innovation in Information Systems (ICRIIS),10.1109/ICRIIS.2017.8002461,A. A. Rahman; Y. B. Adamu; P. Harun,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8002461,Conference Paper,IEEE Xplore,EC5
Development of Cycle Counting Monitoring Dashboard with Buffer Time Management for Cocoa Company,"2018 12th International Conference on Telecommunication Systems, Services, and Applications (TSSA)",10.1109/TSSA.2018.8708782,E. Mahtamtama; A. Y. Ridwan; B. Santosa,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8708782,Conference Paper,IEEE Xplore,EC3
Athlete-Trainer Interaction Dashboard in Performance Analysis,2019 14th Iberian Conference on Information Systems and Technologies (CISTI),10.23919/CISTI.2019.8760654,J. Maria Guimarães; G. Pestana,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760654,Conference Paper,IEEE Xplore,EC1
A Design and Implementation of Performance Dashboard for the Work Integrated Learning Unit,"2019 13th International Conference on Software, Knowledge, Information Management and Applications (SKIMA)",10.1109/SKIMA47702.2019.8982514,P. N. Lumpoon; P. Thiengburanathum,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8982514,Conference Paper,IEEE Xplore,EC5
A Visual Analytics Framework for Adversarial Text Generation,2019 IEEE Symposium on Visualization for Cyber Security (VizSec),10.1109/VizSec48167.2019.9161563,B. Laughlin; C. Collins; K. Sankaranarayanan; K. El-Khatib,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9161563,Conference Paper,IEEE Xplore,EC3
Common metrics framework for ATM performance assessment and monitoring,The 23rd Digital Avionics Systems Conference (IEEE Cat. No.04CH37576),10.1109/DASC.2004.1391270,A. Williams; S. Bradford; D. Liang; W. Post; U. Borkenhagen; J. -. Pomeret,2004,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1391270,Conference Paper,IEEE Xplore,EC5
Dashboard by-example: A hypergraph-based approach to on-demand data warehousing systems,"2012 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/ICSMC.2012.6378008,D. T. A. Hoang; T. B. Nguyen; A. M. Tjoa,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6378008,Conference Paper,IEEE Xplore,EC5
Building a Time-Based Flow Management Performance Dashboard,2019 IEEE/AIAA 38th Digital Avionics Systems Conference (DASC),10.1109/DASC43569.2019.9081783,L. Askey; C. Chou; H. Bateman; J. Vengal,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9081783,Conference Paper,IEEE Xplore,EC5
Dashboard - a novel approach to re-find information in a website through building personalized navigational menus,14th International Conference on Computer and Information Technology (ICCIT 2011),10.1109/ICCITechn.2011.6164778,P. Biswas; M. Debnath; S. Ghosh; S. Rahim; A. Mahamud; N. Chowdhury,2011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6164778,Conference Paper,IEEE Xplore,EC5
Conceptual Framework and a Critical Review for Privacy Preservation in Context Aware Systems,2012 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery,10.1109/CyberC.2012.79,A. A. Pandit; A. Kumar,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6385006,Conference Paper,IEEE Xplore,EC5
Character Segmentation-Based Coarse-Fine Approach for Automobile Dashboard Detection,IEEE Transactions on Industrial Informatics,10.1109/TII.2019.2905662,H. Gao; M. Yi; J. Yu; J. Li; X. Yu,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8668462,Journal Article,IEEE Xplore,EC3
Measuring and Visualizing Code Stability -- A Case Study at Three Companies,2013 Joint Conference of the 23rd International Workshop on Software Measurement and the 8th International Conference on Software Process and Product Measurement,10.1109/IWSM-Mensura.2013.35,M. Staron; J. Hansson; R. Feldt; A. Henriksson; W. Meding; S. Nilsson; C. Höglund,2013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6693239,Conference Paper,IEEE Xplore,EC5
PerformanceHat – Augmenting Source Code with Runtime Performance Traces in the IDE,2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),,J. Cito; P. Leitner; C. Bosshard; M. Knecht; G. Mazlami; H. C. Gall,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449440,Conference Paper,IEEE Xplore,EC5
The Influence of IT Service Management Performance Measurement to Customer Satisfaction,2018 International Conference on Information Management and Technology (ICIMTech),10.1109/ICIMTech.2018.8528195,A. N. Fajar; D. R. Andini,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8528195,Conference Paper,IEEE Xplore,EC5
A personalization system for data visualization platforms,2016 Sixth International Conference on Innovative Computing Technology (INTECH),10.1109/INTECH.2016.7845024,O. Belo; H. Correia; P. Rodrigues; R. Barros,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7845024,Conference Paper,IEEE Xplore,OK
Continuous Commissioning of Buildings: A Case Study of a Campus Building in Denmark,"2016 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)",10.1109/iThings-GreenCom-CPSCom-SmartData.2016.130,E. Markoska; M. Jradi; B. N. Jørgensen,2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7917158,Conference Paper,IEEE Xplore,EC3
Learning Analytics and Formative Assessment to Provide Immediate Detailed Feedback Using a Student Centered Mobile Dashboard,"2013 Seventh International Conference on Next Generation Mobile Apps, Services and Technologies",10.1109/NGMAST.2013.54,N. R. Aljohani; H. C. Davis,2013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6658135,Conference Paper,IEEE Xplore,EC3
Building a User Friendly Service Dashboard: Automatic and Non-intrusive Chaining between Widgets,2009 Congress on Services - I,10.1109/SERVICES-I.2009.62,N. Laga; E. Bertin; N. Crespi,2009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5190635,Conference Paper,IEEE Xplore,EC3
